id,name,display_name_ko,brand,category,country,ingredients,claims,suited_skin_types,concerns,avoid_for,price_usd,rating,review_count,source_url,ingredient_source_url,verified_at,image_url,image_verified_source,image_source_type,image_confidence,image_view_type,oliveyoung_url,oliveyoung_price_krw,official_url,texture_tags,oliveyoung_verified_at
aestura-atobarrier-365-cream,Aestura Atobarrier 365 Cream,에스트라 아토베리어365 크림,Aestura,moisturizer,Korea,Water|Butylene Glycol|Glycerin|Squalane|Ceramide NP|Cholesterol|Fatty Acids|Panthenol,barrier cream|ceramide|sensitive skin,dry|sensitive|normal|combination,barrier_support|hydration|dryness|redness,oily,33.0,4.7,3600,https://int.aestura.com/products/atobarrier365-cream,https://incidecoder.com/products/aestura-atobarrier-365-cream-4,2026-05-12,https://int.aestura.com/cdn/shop/files/1_Atobarrier365-Cream_thumbnail_Product-80ml__1200x1200_961c8e7e-0afb-48bd-bea7-d47f285ab4d4.png?v=1734030421,https://int.aestura.com/products/atobarrier365-cream,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%97%90%EC%8A%A4%ED%8A%B8%EB%9D%BC%20%EC%95%84%ED%86%A0%EB%B2%A0%EB%A6%AC%EC%96%B4365%20%ED%81%AC%EB%A6%BC,33000,https://int.aestura.com/products/atobarrier365-cream,rich|cream,2026-05-12 00:00 KST
dr-g-red-blemish-clear-soothing-cream,Dr.G Red Blemish Clear Soothing Cream,닥터지 레드 블레미쉬 클리어 수딩 크림,Dr.G,moisturizer,Korea,Water|Glycerin|Butylene Glycol|Niacinamide|Panthenol|Centella Asiatica Extract|Madecassoside,soothing cream|gel cream|blemish care,oily|combination|sensitive|normal,redness|acne|barrier_support|hydration,,36.0,4.6,3000,https://dr-g.com/collections/moisturizer-hydration/products/dr-g-red-blemish-clear-soothing-cream,https://incidecoder.com/products/dr-g-red-blemish-clear-soothing-cream,2026-05-12,https://dr-g.com/cdn/shop/files/dr-g-global-moisturizers-creams-dr-g-r-e-d-blemish-clear-soothing-cream-70ml-1224157320_1200x1200.jpg?v=1772082008,https://dr-g.com/collections/moisturizer-hydration/products/dr-g-red-blemish-clear-soothing-cream,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EB%8B%A5%ED%84%B0%EC%A7%80%20%EB%A0%88%EB%93%9C%20%EB%B8%94%EB%A0%88%EB%AF%B8%EC%89%AC%20%ED%81%B4%EB%A6%AC%EC%96%B4%20%EC%88%98%EB%94%A9%20%ED%81%AC%EB%A6%BC,36000,https://dr-g.com/collections/moisturizer-hydration/products/dr-g-red-blemish-clear-soothing-cream,gel|lightweight,2026-05-12 00:00 KST
torriden-dive-in-soothing-cream,Torriden Dive-In Low Molecular Hyaluronic Acid Soothing Cream,토리든 다이브인 저분자 히알루론산 수딩 크림,Torriden,moisturizer,Korea,Water|Butylene Glycol|Glycerin|Sodium Hyaluronate|Hyaluronic Acid|Panthenol|Allantoin,soothing cream|hydrating|gel cream,dry|normal|combination|sensitive,hydration|barrier_support|redness,,24.0,4.6,1500,https://torriden.us/products/dive-in-soothing-cream,https://incidecoder.com/products/torriden-dive-in-low-molecular-hyaluronic-acid-soothing-cream,2026-05-12,https://torriden.us/cdn/shop/files/DIVEINSoothingCream-jar-1_64bb3003-ef23-44bd-bb46-0f50fae2eee7.jpg?v=1753346446&width=1920,https://torriden.us/products/dive-in-soothing-cream,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%ED%86%A0%EB%A6%AC%EB%93%A0%20%EB%8B%A4%EC%9D%B4%EB%B8%8C%EC%9D%B8%20%EC%88%98%EB%94%A9%20%ED%81%AC%EB%A6%BC,24000,https://torriden.us/products/dive-in-soothing-cream,gel|dewy,2026-05-12 00:00 KST
round-lab-birch-juice-moisturizing-sunscreen,Round Lab Birch Juice Moisturizing Sunscreen,라운드랩 자작나무 수분 선크림,Round Lab,sunscreen,Korea,Water|Dibutyl Adipate|Propanediol|Niacinamide|Betula Platyphylla Japonica Juice|Hyaluronic Acid|Panthenol,spf50|moisturizing sunscreen|dewy,dry|normal|combination,hydration|barrier_support|hyperpigmentation,oily,28.0,4.6,4200,https://roundlab.com/products/birch-juice-moisturizing-sunscreen,https://incidecoder.com/products/round-lab-birch-juice-moisturizing-sun-cream,2026-05-12,https://roundlab.com/cdn/shop/files/Web_banner_2_2e4ecb22-a31e-488d-a5dd-214d706b20bc.png?v=1772852267,https://roundlab.com/products/birch-juice-moisturizing-sunscreen,official,verified,verified_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9%20%EC%9E%90%EC%9E%91%EB%82%98%EB%AC%B4%20%EC%88%98%EB%B6%84%20%EC%84%A0%ED%81%AC%EB%A6%BC,28000,https://roundlab.com/products/birch-juice-moisturizing-sunscreen,dewy|cream,2026-05-12 00:00 KST
skin1004-hyalu-cica-water-fit-sun-serum,SKIN1004 Hyalu-Cica Water-Fit Sun Serum,스킨1004 히알루시카 워터핏 선 세럼,SKIN1004,sunscreen,Korea,Water|Dibutyl Adipate|Propanediol|Niacinamide|Centella Asiatica Extract|Sodium Hyaluronate|Green Tea Extract,spf50|water-fit sunscreen|serum texture,dry|normal|combination|sensitive,hydration|barrier_support|redness|hyperpigmentation,,22.0,4.7,2800,https://www.skin1004.com/products/hyalu-cica-water-fit-sun-serum-uv,https://incidecoder.com/products/skin1004-hyalu-cica-water-fit-sun-serum,2026-05-12,https://www.skin1004.com/cdn/shop/files/skin1004-50ml-hyalu-cica-water-fit-sun-serum-uv-1204112543.png?v=1762764544,https://www.skin1004.com/products/hyalu-cica-water-fit-sun-serum-uv,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%8A%A4%ED%82%A81004%20%ED%9E%88%EC%95%8C%EB%A3%A8%EC%8B%9C%EC%B9%B4%20%EC%9B%8C%ED%84%B0%ED%95%8F%20%EC%84%A0%20%EC%84%B8%EB%9F%BC,22000,https://www.skin1004.com/products/hyalu-cica-water-fit-sun-serum-uv,lightweight|dewy,2026-05-12 00:00 KST
dr-g-green-mild-up-sun-plus,Dr.G Green Mild Up Sun+,닥터지 그린 마일드 업 선 플러스,Dr.G,sunscreen,Korea,Zinc Oxide|Water|Cyclohexasiloxane|Butylene Glycol|Centella Asiatica Extract|Panthenol,spf50|mineral sunscreen|mild,sensitive|oily|combination|normal,redness|barrier_support|oil_control,dry,28.0,4.5,2600,https://fda.report/DailyMed/30D49F24-3E13-385F-E063-6294A90AB5C8.pdf,https://incidecoder.com/products/dr-g-green-mild-up-sun-2,2026-05-12,,,none,,none,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EB%8B%A5%ED%84%B0%EC%A7%80%20%EA%B7%B8%EB%A6%B0%20%EB%A7%88%EC%9D%BC%EB%93%9C%20%EC%97%85%20%EC%84%A0%20%ED%94%8C%EB%9F%AC%EC%8A%A4,28000,https://fda.report/DailyMed/30D49F24-3E13-385F-E063-6294A90AB5C8.pdf,lightweight|cream,2026-05-12 00:00 KST
haruharu-wonder-black-rice-airyfit-sunscreen,Haruharu Wonder Black Rice Airyfit Sunscreen,하루하루원더 블랙라이스 에어리핏 선스크린,Haruharu Wonder,sunscreen,Korea,Water|Dibutyl Adipate|Propanediol|Niacinamide|Oryza Sativa Extract|Houttuynia Cordata Extract|Adenosine,spf50|airyfit sunscreen|fragrance-free,oily|combination|normal|sensitive,oil_control|hydration|barrier_support|hyperpigmentation,,26.0,4.5,1300,https://haruharuwonder.com/products/haruharuwonder-black-rice-moisture-airyfit-daily-sunscreen-unscented-spf50-50ml,https://incidecoder.com/products/haruharu-wonder-black-rice-moisture-airyfit-daily-sunscreen,2026-05-12,https://haruharuwonder.com/cdn/shop/files/black_rice_moisture_airyfit_daily_sunscreen_SPF50_PA_50ml.jpg?v=1728323068,https://haruharuwonder.com/products/haruharuwonder-black-rice-moisture-airyfit-daily-sunscreen-unscented-spf50-50ml,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%ED%95%98%EB%A3%A8%ED%95%98%EB%A3%A8%EC%9B%90%EB%8D%94%20%EB%B8%94%EB%9E%99%EB%9D%BC%EC%9D%B4%EC%8A%A4%20%EC%97%90%EC%96%B4%EB%A6%AC%ED%95%8F%20%EC%84%A0%EC%8A%A4%ED%81%AC%EB%A6%B0,26000,https://haruharuwonder.com/products/haruharuwonder-black-rice-moisture-airyfit-daily-sunscreen-unscented-spf50-50ml,lightweight|cream,2026-05-12 00:00 KST
anua-heartleaf-pore-control-cleansing-oil,Anua Heartleaf Pore Control Cleansing Oil,아누아 어성초 포어 컨트롤 클렌징 오일,Anua,cleanser,Korea,Ethylhexyl Palmitate|Sorbeth-30 Tetraoleate|Caprylic/Capric Triglyceride|Houttuynia Cordata Extract|Jojoba Seed Oil|Grape Seed Oil|Macadamia Seed Oil|Sunflower Seed Oil,cleansing oil|pore care|makeup removal,oily|combination|normal|dry,oil_control|clogged_pores|texture,sensitive,21.0,4.6,1600,https://anua.com/products/heartleaf-pore-control-cleansing-oil-200ml?_pos=7&_sid=bb6201def&_ss=r,https://incidecoder.com/products/anua-heartleaf-pore-control-cleansing-oil,2026-05-12,https://anua.com/cdn/shop/files/anua-us-cleanser-200ml-heartleaf-pore-control-cleansing-oil-1161173153.png?v=1746610889&width=2048,https://anua.com/products/heartleaf-pore-control-cleansing-oil-200ml?_pos=7&_sid=bb6201def&_ss=r,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%95%84%EB%88%84%EC%95%84%20%EC%96%B4%EC%84%B1%EC%B4%88%20%ED%8F%AC%EC%96%B4%20%EC%BB%A8%ED%8A%B8%EB%A1%A4%20%ED%81%B4%EB%A0%8C%EC%A7%95%20%EC%98%A4%EC%9D%BC,28000,https://anua.com/products/heartleaf-pore-control-cleansing-oil-200ml?_pos=7&_sid=bb6201def&_ss=r,oil|lightweight,2026-05-12 00:00 KST
beauty-of-joseon-green-plum-refreshing-cleanser,Beauty of Joseon Green Plum Refreshing Cleanser,조선미녀 청매실 약산성 클렌저,Beauty of Joseon,cleanser,Korea,Water|Glycerin|Disodium Cocoamphodiacetate|Coco-Betaine|Sodium Methyl Cocoyl Taurate|Prunus Mume Fruit Water|Vigna Radiata Seed Extract|Camellia Sinensis Leaf Extract,low pH|gel cleanser|refreshing,oily|combination|normal|sensitive,oil_control|hydration|barrier_support,,18.0,4.6,1200,https://beautyofjoseon.com/products/green-plum-refreshing-cleanser,https://incidecoder.com/products/beauty-of-joseon-green-plum-refreshing-cleanser,2026-05-12,https://beautyofjoseon.com/cdn/shop/files/green-plum-refreshing-cleanser-1-front.webp?v=1770618132,https://beautyofjoseon.com/products/green-plum-refreshing-cleanser,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%A1%B0%EC%84%A0%EB%AF%B8%EB%85%80%20%EC%B2%AD%EB%A7%A4%EC%8B%A4%20%EC%95%BD%EC%82%B0%EC%84%B1%20%ED%81%B4%EB%A0%8C%EC%A0%80,18000,https://beautyofjoseon.com/products/green-plum-refreshing-cleanser,gel|lightweight,2026-05-12 00:00 KST
round-lab-birch-juice-moisturizing-cleanser,Round Lab Birch Juice Moisturizing Cleanser,라운드랩 자작나무 수분 클렌저,Round Lab,cleanser,Korea,Water|Glycerin|Sodium Cocoyl Alaninate|Lauryl Hydroxysultaine|Betula Platyphylla Japonica Juice|Sodium Hyaluronate|Hyaluronic Acid|Ascorbic Acid,moisturizing cleanser|low pH|fragrance-free,dry|normal|combination|sensitive,hydration|barrier_support|redness,,17.0,4.9,83,https://www.ulta.com/p/birch-juice-moisturizing-cleanser-pimprod2049655?sku=2636334,https://incidecoder.com/products/round-lab-birch-juice-moisturizing-cleanser,2026-05-12,https://media.ulta.com/i/ulta/2636334?w=500&h=500,https://www.ulta.com/p/birch-juice-moisturizing-cleanser-pimprod2049655?sku=2636334,retailer,verified,verified_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9%20%EC%9E%90%EC%9E%91%EB%82%98%EB%AC%B4%20%EC%88%98%EB%B6%84%20%ED%81%B4%EB%A0%8C%EC%A0%80,17000,https://www.ulta.com/p/birch-juice-moisturizing-cleanser-pimprod2049655?sku=2636334,gel|dewy,2026-05-12 00:00 KST
anua-heartleaf-77-clear-pad,Anua Heartleaf 77 Clear Pad,아누아 어성초 77 클리어 패드,Anua,toner,Korea,Houttuynia Cordata Extract|Water|Gluconolactone|Propanediol|Butylene Glycol|Betaine|Centella Asiatica Extract|Madecassoside,toner pad|PHA|heartleaf,oily|combination|sensitive|normal,texture|clogged_pores|redness|acne,,24.0,4.7,980,https://anua.com/products/heartleaf-77-toner-pad-160ml,https://incidecoder.com/products/anua-heartleaf-77-clear-pad,2026-05-12,https://anua.global/cdn/shop/files/anua-global-toner-205ml-70ea-heartleaf-77-toner-pad-1174046483.png?v=1750324542&width=2048,https://anua.com/products/heartleaf-77-toner-pad-160ml,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%95%84%EB%88%84%EC%95%84%20%EC%96%B4%EC%84%B1%EC%B4%88%2077%20%ED%81%B4%EB%A6%AC%EC%96%B4%20%ED%8C%A8%EB%93%9C,24000,https://anua.com/products/heartleaf-77-toner-pad-160ml,watery|lightweight,2026-05-12 00:00 KST
needly-daily-toner-pad,Needly Daily Toner Pad,니들리 데일리 토너 패드,Needly,toner,Korea,Water|Glycerin|Butylene Glycol|Betaine Salicylate|Panthenol|Allantoin|Centella Asiatica Extract|Tea Tree Leaf Extract,toner pad|exfoliating|daily pad,oily|combination|normal,texture|clogged_pores|oil_control|acne,salicylate_allergy,26.0,4.5,1400,https://needly.us/products/daily-toner-pad,https://incidecoder.com/products/needly-daily-toner-pad,2026-05-12,,,none,,none,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EB%8B%88%EB%93%A4%EB%A6%AC%20%EB%8D%B0%EC%9D%BC%EB%A6%AC%20%ED%86%A0%EB%84%88%20%ED%8C%A8%EB%93%9C,26000,https://needly.us/products/daily-toner-pad,watery|lightweight,2026-05-12 00:00 KST
tirtir-milk-skin-toner,TIRTIR Milk Skin Toner,티르티르 밀크 스킨 토너,TIRTIR,toner,Korea,Water|Glycerin|Butylene Glycol|Niacinamide|Oryza Sativa Bran Extract|Chamomile Flower Extract|Panthenol|Ceramide NP,milk toner|glow|barrier care,dry|normal|combination|sensitive,hydration|barrier_support|redness|hyperpigmentation,oily,25.0,4.6,2100,https://tirtir.us/products/milk-skin-toner,https://incidecoder.com/products/tirtir-milk-skin-toner,2026-05-12,https://tirtir.global/cdn/shop/files/8_30db1d99-f6f2-4762-9bc3-4e761c933acc.png?v=1770347983,https://tirtir.us/products/milk-skin-toner,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%ED%8B%B0%EB%A5%B4%ED%8B%B0%EB%A5%B4%20%EB%B0%80%ED%81%AC%20%EC%8A%A4%ED%82%A8%20%ED%86%A0%EB%84%88,29000,https://tirtir.us/products/milk-skin-toner,dewy|rich,2026-05-12 00:00 KST
im-from-rice-toner,I'm From Rice Toner,아임프롬 라이스 토너,I'm From,toner,Korea,Rice Extract|Methylpropanediol|Triethylhexanoin|Niacinamide|Pentylene Glycol|Rice Bran Extract|Adenosine|Butylene Glycol,rice toner|glow|hydrating,dry|normal|combination,hydration|hyperpigmentation|barrier_support,oily,28.0,4.6,1800,https://www.ulta.com/p/rice-toner-pimprod2051769?sku=2642147,https://incidecoder.com/products/im-from-rice-toner-6,2026-05-12,https://media.ulta.com/i/ulta/2642147?w=500&h=500,https://www.ulta.com/p/rice-toner-pimprod2051769?sku=2642147,retailer,verified,verified_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%95%84%EC%9E%84%ED%94%84%EB%A1%AC%20%EB%9D%BC%EC%9D%B4%EC%8A%A4%20%ED%86%A0%EB%84%88,28000,https://www.ulta.com/p/rice-toner-pimprod2051769?sku=2642147,dewy|watery,2026-05-12 00:00 KST
anua-niacinamide-10-txa-4-serum,Anua Niacinamide 10 TXA 4 Serum,아누아 나이아신아마이드 10 TXA 4 세럼,Anua,serum,Korea,Water|Glycerin|Niacinamide|Tranexamic Acid|Butylene Glycol|Arbutin|Sodium Hyaluronate|Panthenol|Ceramide NP|Betaine Salicylate,dark spot serum|niacinamide|tranexamic acid,normal|combination|oily,hyperpigmentation|barrier_support|hydration|acne,sensitive|salicylate_allergy,24.0,4.7,605,https://anua.com/products/niacinamide-10-txa-4-serum-2?_pos=2&_psq=txa&_ss=e&_v=1.0,https://incidecoder.com/products/anua-niacinamide-10-txa-4-serum,2026-05-12,https://anua.com/cdn/shop/files/anua-us-ampoule-serum-30ml-niacinamide-10-txa-4-serum-1161173091.png?v=1763979435&width=2048,https://anua.com/products/niacinamide-10-txa-4-serum-2?_pos=2&_psq=txa&_ss=e&_v=1.0,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%95%84%EB%88%84%EC%95%84%20%EB%82%98%EC%9D%B4%EC%95%84%EC%8B%A0%EC%95%84%EB%A7%88%EC%9D%B4%EB%93%9C%2010%20TXA%204%20%EC%84%B8%EB%9F%BC,32000,https://anua.com/products/niacinamide-10-txa-4-serum-2?_pos=2&_psq=txa&_ss=e&_v=1.0,lightweight|dewy,2026-05-12 00:00 KST
manyo-bifida-biome-complex-ampoule,ma:nyo Bifida Biome Complex Ampoule,마녀공장 비피다 바이옴 콤플렉스 앰플,ma:nyo,serum,Korea,Bifida Ferment Lysate|Butylene Glycol|Glycerin|Niacinamide|Panthenol|Adenosine|Hyaluronic Acid|Ceramide NP,bifida ampoule|barrier care|elasticity,dry|normal|combination|sensitive,barrier_support|hydration|anti_aging|redness,,42.0,4.6,1700,https://manyo.us/products/bifida-biome-complex-ampoule,https://incidecoder.com/products/manyo-bifida-biome-complex-ampoule,2026-05-12,https://manyo.us/cdn/shop/files/bifida_biome_ampoule_2025.png?v=1753809824,https://manyo.us/products/bifida-biome-complex-ampoule,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EB%A7%88%EB%85%80%EA%B3%B5%EC%9E%A5%20%EB%B9%84%ED%94%BC%EB%8B%A4%20%EB%B0%94%EC%9D%B4%EC%98%B4%20%EC%BD%A4%ED%94%8C%EB%A0%89%EC%8A%A4%20%EC%95%B0%ED%94%8C,42000,https://manyo.us/products/bifida-biome-complex-ampoule,dewy|lightweight,2026-05-12 00:00 KST
dr-g-red-blemish-soothing-ampoule,Dr.G R.E.D Blemish Soothing Ampoule,닥터지 레드 블레미쉬 수딩 앰플,Dr.G,serum,Korea,Water|Saccharomyces/Nelumbo Nucifera Ferment Extract Filtrate|Glycerin|Butylene Glycol|Niacinamide|Panthenol|Lactic Acid|Rosemary Extract,soothing ampoule|blemish care|lightweight,oily|combination|sensitive|normal,redness|acne|barrier_support|hydration,fragrance_sensitive,33.0,4.4,800,https://incidecoder.com/products/dr-g-r-e-d-blemish-soothing-ampoule,https://incidecoder.com/products/dr-g-r-e-d-blemish-soothing-ampoule,2026-05-12,,,none,,none,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EB%8B%A5%ED%84%B0%EC%A7%80%20%EB%A0%88%EB%93%9C%20%EB%B8%94%EB%A0%88%EB%AF%B8%EC%89%AC%20%EC%88%98%EB%94%A9%20%EC%95%B0%ED%94%8C,33000,https://incidecoder.com/products/dr-g-r-e-d-blemish-soothing-ampoule,lightweight|dewy,2026-05-12 00:00 KST
isntree-tw-real-bifida-ampoule,Isntree TW-Real Bifida Ampoule,이즈앤트리 TW 리얼 비피다 앰플,Isntree,serum,Korea,Bifida Ferment Lysate|Lactobacillus Ferment|Niacinamide|Adenosine|Panthenol|Sodium Hyaluronate|Beta-Glucan|Allantoin,bifida ampoule|barrier care|anti-aging,dry|normal|combination|sensitive,barrier_support|hydration|anti_aging|redness,,28.0,4.5,900,https://isntree-global.com/products/isntree-tw-real-bifida-ampoule-50ml,https://incidecoder.com/products/isntree-tw-real-bifida-ampoule,2026-05-12,https://isntree-global.com/cdn/shop/files/Thum_TW-Real_BifidaAmpoule.png?v=1776317224,https://isntree-global.com/products/isntree-tw-real-bifida-ampoule-50ml,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%9D%B4%EC%A6%88%EC%95%A4%ED%8A%B8%EB%A6%AC%20TW%20%EB%A6%AC%EC%96%BC%20%EB%B9%84%ED%94%BC%EB%8B%A4%20%EC%95%B0%ED%94%8C,28000,https://isntree-global.com/products/isntree-tw-real-bifida-ampoule-50ml,lightweight|dewy,2026-05-12 00:00 KST
haruharu-wonder-black-rice-hyaluronic-toner,Haruharu Wonder Black Rice Hyaluronic Toner,하루하루원더 블랙라이스 히알루론산 토너,Haruharu Wonder,toner,Korea,Water|Betaine|Glycerin|Propanediol|Oryza Sativa Extract|Bamboo Shoot Bark Extract|Hyaluronic Acid|Beta-Glucan|Lavender Oil|Limonene|Linalool,hyaluronic toner|black rice|hydrating,dry|normal|combination,hydration|barrier_support|redness,fragrance_sensitive,18.0,4.6,1100,https://haruharuwonder.com/products/haruharuwonder-black-rice-hyaluronic-toner?variant=46561792229625,https://incidecoder.com/products/haruharu-wonder-black-rice-hyaluronic-toner,2026-05-12,https://haruharuwonder.com/cdn/shop/files/150ml_11e70ee9-f850-4fe7-8e7e-a960590e938d.jpg?v=1751443548,https://haruharuwonder.com/products/haruharuwonder-black-rice-hyaluronic-toner?variant=46561792229625,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%ED%95%98%EB%A3%A8%ED%95%98%EB%A3%A8%EC%9B%90%EB%8D%94%20%EB%B8%94%EB%9E%99%EB%9D%BC%EC%9D%B4%EC%8A%A4%20%ED%9E%88%EC%95%8C%EB%A3%A8%EB%A1%A0%EC%82%B0%20%ED%86%A0%EB%84%88,26000,https://haruharuwonder.com/products/haruharuwonder-black-rice-hyaluronic-toner?variant=46561792229625,watery|dewy,2026-05-12 00:00 KST
round-lab-birch-juice-moisturizing-cream,Round Lab Birch Juice Moisturizing Cream,라운드랩 자작나무 수분 크림,Round Lab,moisturizer,Korea,Water|Glycerin|Butylene Glycol|Betula Platyphylla Japonica Juice|Sodium Hyaluronate|Hyaluronic Acid|Panthenol|Allantoin,moisturizing cream|birch juice|gel cream,dry|normal|combination|sensitive,hydration|barrier_support|redness,oily,28.0,4.7,1400,https://www.ulta.com/p/birch-juice-moisturizing-cream-pimprod2049656?sku=2636336,https://incidecoder.com/products/round-lab-birch-juice-moisturizing-cream,2026-05-12,https://media.ulta.com/i/ulta/2636335?w=500&h=500,https://www.ulta.com/p/birch-juice-moisturizing-cream-pimprod2049656?sku=2636336,retailer,verified,verified_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EB%9D%BC%EC%9A%B4%EB%93%9C%EB%9E%A9%20%EC%9E%90%EC%9E%91%EB%82%98%EB%AC%B4%20%EC%88%98%EB%B6%84%20%ED%81%AC%EB%A6%BC,28000,https://www.ulta.com/p/birch-juice-moisturizing-cream-pimprod2049656?sku=2636336,gel|dewy,2026-05-12 00:00 KST
skin1004-probio-cica-enrich-cream,SKIN1004 Probio-Cica Enrich Cream,스킨1004 프로바이오시카 인리치 크림,SKIN1004,moisturizer,Korea,Centella Asiatica Extract|Glycerin|Butylene Glycol|Macadamia Seed Oil|Lactobacillus Ferment|Ceramide NP|Phytosterols|Panthenol,cica cream|barrier care|rich cream,dry|sensitive|normal|combination,barrier_support|hydration|redness|dryness,oily,32.0,4.7,1500,https://www.skin1004.com/products/probio-cica-enrich-cream,https://www.skin1004.com/products/probio-cica-enrich-cream,2026-05-12,https://www.skin1004.com/cdn/shop/files/skin1004-cream-probio-cica-enrich-cream-40032154747126.png?v=1709706716,https://www.skin1004.com/products/probio-cica-enrich-cream,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%8A%A4%ED%82%A81004%20%ED%94%84%EB%A1%9C%EB%B0%94%EC%9D%B4%EC%98%A4%EC%8B%9C%EC%B9%B4%20%EC%9D%B8%EB%A6%AC%EC%B9%98%20%ED%81%AC%EB%A6%BC,32000,https://www.skin1004.com/products/probio-cica-enrich-cream,rich|cream,2026-05-12 00:00 KST
anua-heartleaf-70-intense-calming-cream,Anua Heartleaf 70 Intense Calming Cream,아누아 어성초 70 인텐스 카밍 크림,Anua,moisturizer,Korea,Houttuynia Cordata Extract|Cetearyl Alcohol|Glycerin|Butylene Glycol|Panthenol|Cholesterol|Ceramide NP|Adenosine,calming cream|ceramide|fragrance-free,dry|sensitive|normal|combination,redness|barrier_support|hydration|dryness,oily,26.0,4.8,181,https://anua.com/products/heartleaf-70-intense-calming-cream-50ml,https://incidecoder.com/products/anua-heartleaf-70-intense-calming-cream,2026-05-12,https://anua.com/cdn/shop/files/anua-us-moisturizer-50ml-heartleaf-70-intense-calming-cream-1161173106.png?v=1746610061&width=2048,https://anua.com/products/heartleaf-70-intense-calming-cream-50ml,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%95%84%EB%88%84%EC%95%84%20%EC%96%B4%EC%84%B1%EC%B4%88%2070%20%EC%9D%B8%ED%85%90%EC%8A%A4%20%EC%B9%B4%EB%B0%8D%20%ED%81%AC%EB%A6%BC,32000,https://anua.com/products/heartleaf-70-intense-calming-cream-50ml,cream|rich,2026-05-12 00:00 KST
beauty-of-joseon-dynasty-cream,Beauty of Joseon Dynasty Cream,조선미녀 왕조 크림,Beauty of Joseon,moisturizer,Korea,Water|Oryza Sativa Rice Bran Water|Glycerin|Squalane|Niacinamide|Panax Ginseng Root Water|Honey Extract|Ceramide NP,cream|glow|rice bran water,dry|normal|combination,hydration|barrier_support|hyperpigmentation|anti_aging,oily,24.0,4.7,2600,https://beautyofjoseon.com/products/dynasty-cream,https://incidecoder.com/products/beauty-of-joseon-dynasty-cream,2026-05-12,https://beautyofjoseon.com/cdn/shop/files/dynasty-cream-1-front.webp?v=1770618339,https://beautyofjoseon.com/products/dynasty-cream,official,verified,single_product,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%A1%B0%EC%84%A0%EB%AF%B8%EB%85%80%20%EC%99%95%EC%A1%B0%20%ED%81%AC%EB%A6%BC,24000,https://beautyofjoseon.com/products/dynasty-cream,cream|dewy,2026-05-12 00:00 KST
anua-heartleaf-silky-moisture-sun-cream,Anua Heartleaf Silky Moisture Sun Cream,아누아 어성초 실키 모이스처 선크림,Anua,sunscreen,Korea,Water|Dibutyl Adipate|Propanediol|Niacinamide|Houttuynia Cordata Extract|Sodium Hyaluronate|Panthenol|Adenosine,spf50|moisturizing sunscreen|fragrance-free,normal|combination|dry|sensitive,hydration|barrier_support|redness|hyperpigmentation,,23.0,4.7,79,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1eab0227-dc57-34d3-e063-6394a90a1bf9,https://incidecoder.com/products/anua-heartleaf-silky-moisture-sunscreen,2026-05-12,,,none,,none,https://www.oliveyoung.co.kr/store/search/getSearchMain.do?query=%EC%95%84%EB%88%84%EC%95%84%20%EC%96%B4%EC%84%B1%EC%B4%88%20%EC%8B%A4%ED%82%A4%20%EB%AA%A8%EC%9D%B4%EC%8A%A4%EC%B2%98%20%EC%84%A0%ED%81%AC%EB%A6%BC,26000,https://anua.com/products/heartleaf-silky-moisture-sunscreen-50ml?_fid=2dc4a6db3&_pos=1&_ss=c,cream|dewy,2026-05-12 00:00 KST
